FIPS,CPC,xgb_residual,county_state,xgb_median_residual
08019,166.5799062988027,-5.343582,"Clear Creek County, Colorado",34.112142203486144
08021,12.195121951219512,-60.45910600000001,"Conejos County, Colorado",-70.6564865420444
08023,104.4932079414838,-201.42387,"Costilla County, Colorado",-94.97135097517332
08025,665.7562307954934,231.36945,"Crowley County, Colorado",402.0568204518314
08027,40.37141703673799,-14.76532,"Custer County, Colorado",-33.72144599928517
08029,177.68875391722935,76.10968000000003,"Delta County, Colorado",80.39319701269945
08031,634.759355303339,-450.4997,"Denver County, Colorado",45.623807705754274
08033,0.0,-33.268375,"Dolores County, Colorado",-63.15868201765415
08035,185.83564776997224,-17.86766,"Douglas County, Colorado",37.4779739390709
08037,1036.4955539795974,565.5083,"Eagle County, Colorado",754.4959070438833
08039,167.41496080967963,-86.50253000000002,"Elbert County, Colorado",-6.049804541075409
08041,180.8487986372602,-32.482727000000004,"El Paso County, Colorado",27.677015872714872
08043,52.06055683971596,-401.91803,"Fremont County, Colorado",-221.45323109779616
08045,189.0580558808767,-193.62337,"Garfield County, Colorado",-48.788677005476856
08047,65.34879921581441,-203.02473,"Gilpin County, Colorado",-115.36245990974695
08049,32.2061191626409,-58.186718000000006,"Grand County, Colorado",-59.514793936333724
08051,1055.3171749971007,838.5884,"Gunnison County, Colorado",900.446767552635
08053,369.9136868064118,268.15704,"Hinsdale County, Colorado",272.5293434572907
08055,43.54768471476267,-6.508152,"Huerfano County, Colorado",-28.004728160272826
08057,0.0,-489.8867,"Jackson County, Colorado",-291.4678445176542
08059,310.2202046419283,28.582336,"Jefferson County, Colorado",122.89525037504892
08061,0.0,-196.62337,"Kiowa County, Colorado",-144.83617951765416
08063,362.9764065335753,203.76784,"Kit Carson County, Colorado",236.8661033208724
08065,332.31083844580775,73.55996999999998,"Lake County, Colorado",156.42938427698863
08067,120.76007813887409,-151.28311000000005,"La Plata County, Colorado",-61.76753587647818
08069,138.36664593544413,-58.305008,"Larimer County, Colorado",-6.475200978193153
08071,27.580500586085638,-91.9656,"Las Animas County, Colorado",-78.71704422461134
08073,53.475935828877006,-930.4118,"Lincoln County, Colorado",-484.9924266032156
08075,2252.8799702712745,2023.8667,"Logan County, Colorado",2091.867315189722
08077,32.63558453595462,-127.25951,"Mesa County, Colorado",-93.83645724967684
08079,257.7319587628866,196.12152,"Mineral County, Colorado",180.4207194355281
08081,45.49590536851683,-152.08836000000005,"Moffat County, Colorado",-99.82072183339577
08083,103.21890052756326,-38.90271,"Montezuma County, Colorado",-14.34792468213359
08085,319.7991187757616,117.04155,"Montrose County, Colorado",171.9143144419656
08087,1950.416695847048,1460.4766,"Morgan County, Colorado",1658.9406279776088
08089,59.67881944444444,-43.484062,"Otero County, Colorado",-38.427115795431945
08091,144.83757500517277,73.0423,"Ouray County, Colorado",62.433917556671155
08093,86.22547962923043,-44.42224,"Park County, Colorado",-25.622874703038946
08095,233.31777881474568,-67.75458,"Phillips County, Colorado",36.27557946145761
08097,311.97771587743733,72.62459,"Pitkin County, Colorado",145.79513299280345
08099,82.20979940808944,-401.07236,"Prowers County, Colorado",-205.95577481360942
08101,120.57613905652155,-36.752823,"Pueblo County, Colorado",-4.5943619176544415
08103,15.782828282828282,-254.53468,"Rio Blanco County, Colorado",-165.90042037624002
08105,71.11111111111111,-21.564415,"Rio Grande County, Colorado",-21.751146462098603
08107,229.27758131582016,-137.32709,"Routt County, Colorado",-0.5307742880051478
08109,233.81557796288178,-47.378235,"Saguache County, Colorado",46.71265153552567
08111,131.23359580052494,-1.8473816000000003,"San Juan County, Colorado",18.18708715434725
08113,268.5874740568917,-84.73846400000002,"San Miguel County, Colorado",45.41848508253063
08115,0.0,-91.939445,"Sedgwick County, Colorado",-92.49421701765415
08117,586.9642338826717,-84.4068,"Summit County, Colorado",204.7726969954206
08119,123.58968225491368,35.878975,"Teller County, Colorado",33.22830868154162
08121,203.70747606437158,23.770447,"Washington County, Colorado",67.23294158627057
08123,725.7281939517347,396.8708,"Weld County, Colorado",514.7934770299521
08125,119.76047904191617,-658.33887,"Yuma County, Colorado",-315.7952154249572
09001,1498.1622613562076,716.2501,"Fairfield County, Connecticut",1060.7001607321886
09003,929.654742874682,-363.41644,"Hartford County, Connecticut",236.61313149142583
09005,681.350111257737,355.5723,"Litchfield County, Connecticut",471.95518568295324
09007,551.9971478098375,46.70291,"Middlesex County, Connecticut",252.84400895900356
09009,1174.7627154217485,252.85028,"New Haven County, Connecticut",667.3004777649588
09011,322.35816240854024,-21.515167,"New London County, Connecticut",103.91547775835491
09013,421.41252708370604,23.391632,"Tolland County, Connecticut",175.8960595959378
09015,259.7691131106497,-75.61658,"Windham County, Connecticut",45.570246609409615
10001,658.6390366844021,-336.13513,"Kent County, Delaware",114.7459333962858
10003,476.81621926037167,-838.5011599999998,"New Castle County, Delaware",-227.3484903157293
10005,1595.3874200779812,1451.226,"Sussex County, Delaware",1476.8006900930757
12001,121.87171242721035,86.34659,"Alachua County, Florida",57.60313126768996
12003,91.69458649268206,-50.90789,"Baker County, Florida",-26.131146271313128
12005,44.79537150474669,-36.507607,"Bay County, Florida",-42.38061226528082
12007,176.69118707630176,61.800392,"Bradford County, Florida",72.73976959223566
12009,60.1492169711267,-102.84001,"Brevard County, Florida",-67.86989103209079
12011,317.79465576089297,-434.5585,"Broward County, Florida",-104.88794206546874
12013,260.5059299376157,132.48535,"Calhoun County, Florida",149.98962002289258
12015,200.00216218553714,145.34563,"Charlotte County, Florida",126.16787614685335
12017,74.35999702560012,72.94226,"Citrus County, Florida",27.126633995145898
12019,144.8591210337295,-36.892166,"Clay County, Florida",7.477457570949537
12021,243.8650630931496,-128.3554,"Collier County, Florida",11.24881160065958
12023,153.18497085230416,-14.829620000000002,"Columbia County, Florida",22.671655480236854
12027,162.71439622289205,-122.4619,"DeSoto County, Florida",-26.3797718344692
12029,131.73652694610777,80.61619,"Dixie County, Florida",59.670338527138675
12031,132.50107084860673,-66.65602,"Duval County, Florida",-13.583494521611856
12033,216.14152516052152,151.10439,"Escambia County, Florida",137.1169376343455
12035,139.20244139666448,-5.350418,"Flagler County, Florida",20.419991752417022
12037,17.041581458759374,-38.40483,"Franklin County, Florida",-57.20611878827448
12039,461.93402187649804,-83.08673,"Gadsden County, Florida",142.91762599233383
12041,38.34355828220859,-59.32956,"Gilchrist County, Florida",-57.01749537654987
12043,65.5785485281259,-125.158676,"Glades County, Florida",-76.3145582535912
12045,6.186587478346944,-474.25363,"Gulf County, Florida",-280.5580157784807
12047,1006.2893081761006,709.34125,"Hamilton County, Florida",811.309259142135
12049,143.145531290145,-238.96848,"Hardee County, Florida",-94.41749430084272
12051,493.3102319761286,455.3442,"Hendry County, Florida",427.821196042149
12053,56.58449689571163,-86.29122,"Hernando County, Florida",-61.37785606979835
12055,98.64926392472303,12.973541,"Highlands County, Florida",9.305382516446297
12057,110.30783192566157,-229.00623,"Hillsborough County, Florida",-105.85521898308443
12059,51.34260923140114,-57.835796,"Holmes County, Florida",-49.77108790195359
12061,66.06824086955969,-124.66742,"Indian River County, Florida",-75.82408408287432
12063,260.8425628816893,60.434937,"Jackson County, Florida",114.1327299949294
12065,195.96864501679732,-115.55022,"Jefferson County, Florida",-6.296807437516557
12067,68.71278057718736,-130.81015,"Lafayette County, Florida",-77.57317922906049
12069,70.12721076031922,-191.31581,"Lake County, Florida",-107.11879413749456
12071,185.6588171373292,19.150375,"Lee County, Florida",55.89857612274938
12073,94.35832917381761,-134.3584,"Leon County, Florida",-66.50605535900641
12075,58.86681383370125,-46.46183,"Levy County, Florida",-40.32200260080353
12077,2353.080288518387,1212.5531,"Liberty County, Florida",1736.3106743132785
12079,334.6106103945167,35.296143,"Madison County, Florida",138.44735675134314
12081,211.2167757784503,-69.114426,"Manatee County, Florida",24.545154943309942
12083,61.11501568155743,-50.36491,"Marion County, Florida",-41.14944167687544
12085,183.9514765834742,-67.54997,"Martin County, Florida",11.69473334582188
12086,556.4203983153128,131.54407,"Miami-Dade County, Florida",297.4762142117412
12087,126.62108307675904,-55.549553,"Monroe County, Florida",-10.970254907535702
12089,75.72933171777426,-42.097435,"Nassau County, Florida",-29.70854615876703
12091,85.39627247682962,-35.974472,"Okaloosa County, Florida",-21.81359427923935
12093,81.85473192575294,-334.10925,"Okeechobee County, Florida",-172.65175355477768
12095,117.98833154069294,-519.47015,"Orange County, Florida",-247.24692917556874
12097,167.39585314818336,-618.0409999999998,"Osceola County, Florida",-271.8285933718235
12099,298.80055803023134,-214.95743,"Palm Beach County, Florida",-4.58445593079955
12101,58.188017715842335,-137.75107,"Pasco County, Florida",-86.30602065973301
12103,103.35493396768108,-263.57275,"Pinellas County, Florida",-126.61492796207467
